"id"	"title"	"SKU"	"Quantity"	"Stock Name"	"Stock Quantity"	"Stock Status"	"price"	"Store ID"	"Websites"	"imageUrl"	"description"	"Status"
"6011"	"Sanar la mente con el Buda de la Medicina"	"GES-BA-2021"	"0"	""	""	""	""	"1.500000"	"8"	"base tharpa_france_website tharpa_uk_website tharpa_us_website tharpa_es_website tharpa_mx_website tharpa_hk_website tharpa_de_website tharpa_ca_website tharpa_au_website tharpa_ch_website tharpa_cl_website"	"https://tharpa.com/media/catalog/product/2/_/2_4.png"	"<p><strong>S<em>anar la mente  la medicina suprema de la fe y la sabiduría</em></strong></p><br /><p>El Buda de la Medicina es un médico iluminado cuya función es liberar a los seres sintientes de las enfermedades internas y externas por medio de sus bendiciones. Si confiamos en este médico iluminado con la práctica de la <strong><em>Sadhana del Buda de la Medicina </em></strong>y la <strong><em>Oración del Buda de la Medicina</em></strong>  podremos liberarnos del dolor de los tres venenos mentales y todos los sufrimientos que producen para siempre.</p><br /><p class="p1">El Festival de Otoño 2020 será transmitirá online desde el Centro de Meditación Kadampa Manjushri  del 23 al 29 de octubre. Durante el mismo  Guen-la Dekyong otorgará la iniciación del Buda de la Medicina y dará consejos de corazón sobre la <em>Sadhana del Buda de la Medicina</em> y la <em>Oración del Buda de la Medicina</em>.</p><br /><div class="fl-module fl-module-rich-text fl-node-5eac01e4c263e" data-node="5eac01e4c263e"><br /><div class="fl-module-content fl-node-content"><br /><div class="fl-rich-text"><br /><p class="p1">El Buda de la Medicina es un Buda médico que nos muestra cómo curar enfermedades tanto del cuerpo como de la mente  una práctica perfecta para estos tiempos. Más específicamente  Guen-la enseñará cómo desarrollar el poder de curarnos a nosotros mismos y a los demás a través de la medicina suprema de la fe y la sabiduría.</p><br /><p class="p1"><strong>¡Crea tu propio pack!</strong></p><br /><p class="p1">Para facilitar tu práctica  ponemos a tu disposición los siguientes productos relacionados con el Buda de la Medicina con un 20% de descuento al adquirir dos o más de cualquiera de ellos.</p><br /><p class="p1">Puedes utilizar las imágenes para inspirarte durante el descanso de la meditación o durante la misma para inspirar tus meditaciones. La sadhana en eBook o en papel  junto con el audio de la práctica en CD o en audio MP3 completan el material que podrás usar para realizar la práctica de este Buda.</p><br /></div><br /></div><br /></div>"	"2"
